Understanding Kin Relationships in a Photo;Toward Large-Scale Face Recognition Using Social Network Context
Who Should Share What? Item-level Social Inﬂuence Prediction for Users and Posts Ranking;Identifying the influential bloggers in a community
Who Should Share What? Item-level Social Inﬂuence Prediction for Users and Posts Ranking;Influence and correlation in social networks
Who Should Share What? Item-level Social Inﬂuence Prediction for Users and Posts Ranking;Social influence and the diffusion of user-created content
Who Should Share What? Item-level Social Inﬂuence Prediction for Users and Posts Ranking;AdHeat
An intuitionistic fuzzy method for social network prediction problems;Deterministic scale-free networks
Utility-Based Link Recommendation for Online Social Networks;Actions speak as loud as words
Dynamic graph convolutional networks;The Graph Neural Network Model
Dynamic graph convolutional networks;Recursive neural networks learn to localize faces
Dynamic graph convolutional networks;Image annotation via graph learning
Learning to Represent the Evolution of Dynamic Graphs with Recurrent Models;Distributed Representations of Subgraphs
Triadic Closure Pattern Analysis and Prediction in Social Networks;Group formation in large social networks
A weakly-supervised factorization method with dynamic graph embedding;Semi-Supervised Learning
Community Preserving Network Embedding;The political blogosphere and the 2004 U.S. election
DEEPEYE: Link Prediction in Dynamic Networks Based on Non-negative Matrix Factorization;An efficient algorithm for link prediction in temporal uncertain social networks
DEEPEYE: Link Prediction in Dynamic Networks Based on Non-negative Matrix Factorization;Analysis-preserving protection of user privacy against information leakage of social-network Likes
DEEPEYE: Link Prediction in Dynamic Networks Based on Non-negative Matrix Factorization;Verifying social network models of Wikipedia knowledge community
DEEPEYE: Link Prediction in Dynamic Networks Based on Non-negative Matrix Factorization;Super mediator – A new centrality measure of node importance for information diffusion over social network
DEEPEYE: Link Prediction in Dynamic Networks Based on Non-negative Matrix Factorization;A multi-step outlier-based anomaly detection approach to network-wide traffic
DEEPEYE: Link Prediction in Dynamic Networks Based on Non-negative Matrix Factorization;Predicting missing links via correlation between nodes
DEEPEYE: Link Prediction in Dynamic Networks Based on Non-negative Matrix Factorization;Link prediction in social networks: the state-of-the-art
DEEPEYE: Link Prediction in Dynamic Networks Based on Non-negative Matrix Factorization;Improved personalized recommendation based on a similarity network
DEEPEYE: Link Prediction in Dynamic Networks Based on Non-negative Matrix Factorization;Age-series based link prediction in evolving disease networks
High-Order Proximity Preserved Embedding for Dynamic Networks;Structural Deep Network Embedding
High-Order Proximity Preserved Embedding for Dynamic Networks;Incorporate Group Information to Enhance Network Embedding
Learning Multi-granularity Dynamic Network Representations for Social Recommendation;Social collaborative filtering for cold-start recommendations
Learning Multi-granularity Dynamic Network Representations for Social Recommendation;HyPER
Learning Multi-granularity Dynamic Network Representations for Social Recommendation;Deep Neural Networks for YouTube Recommendations
Learning Multi-granularity Dynamic Network Representations for Social Recommendation;LINE
Learning Multi-granularity Dynamic Network Representations for Social Recommendation;DeepWalk
Learning Multi-granularity Dynamic Network Representations for Social Recommendation;Learning Community Embedding with Community Detection and Node Embedding on Graphs
Learning Multi-granularity Dynamic Network Representations for Social Recommendation;Attributed Network Embedding for Learning in a Dynamic Environment
Scalable Temporal Latent Space Inference for Link Prediction in Dynamic Social Networks;A Survey of Link Prediction in Social Networks
Scalable Temporal Latent Space Inference for Link Prediction in Dynamic Social Networks;The link prediction problem for social networks
Scalable Temporal Latent Space Inference for Link Prediction in Dynamic Social Networks;Birds of a Feather: Homophily in Social Networks
TIMERS: Error-Bounded SVD Restart on Dynamic Networks;Emergence of Scaling in Random Networks
DHNE: Network Representation Learning Method for Dynamic Heterogeneous Networks;HetPathMine: A Novel Transductive Classification Algorithm on Heterogeneous Information Networks
dynnode2vec: Scalable Dynamic Network Embedding;GraRep
dynnode2vec: Scalable Dynamic Network Embedding;LINE
dynnode2vec: Scalable Dynamic Network Embedding;node2vec
dynnode2vec: Scalable Dynamic Network Embedding;DeepWalk
A Deep Learning Approach to Link Prediction in Dynamic Networks;Friends and neighbors on the Web
A Deep Learning Approach to Link Prediction in Dynamic Networks;On Dynamic Link Inference in Heterogeneous Networks
A Deep Learning Approach to Link Prediction in Dynamic Networks;Statistical Inference for Probabilistic Functions of Finite State Markov Chains
dyngraph2vec: Capturing Network Dynamics using Dynamic Graph Representation Learning;Overview of the 2003 KDD Cup
Streaming Link Prediction on Dynamic Attributed Networks;Evolutionary Network Analysis
Streaming Link Prediction on Dynamic Attributed Networks;On Classification of Graph Streams
Streaming Link Prediction on Dynamic Attributed Networks;Outlier detection in graph streams
Streaming Link Prediction on Dynamic Attributed Networks;On Clustering Graph Streams
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;The link-prediction problem for social networks
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;Link prediction in social networks: the state-of-the-art
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;Clustering and preferential attachment in growing networks
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;A new status index derived from sociometric analysis
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;Evolution of the social network of scientific collaborations
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;When will it happen?
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;Supervised Link Prediction Using Multiple Sources
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;Who Will Follow Whom? Exploiting Semantics for Link Prediction in Attention-Information Networks
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;Deep Learning Approaches for Link Prediction in Social Network Services
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;A Deep Learning Approach to Link Prediction in Dynamic Networks
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;Hierarchical structure and the prediction of missing links in networks
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;Missing and spurious interactions and the reconstruction of complex networks
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;Local Probabilistic Models for Link Prediction
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;An efficient algorithm for link prediction in temporal uncertain social networks
Restricted Boltzmann Machine-Based Approaches for Link Prediction in Dynamic Networks;An evolutionary algorithm approach to link prediction in dynamic social networks
Knowledge Graph Embedding: A Survey of Approaches and Applications;Freebase
YAGO: A core of semantic knowledge;Snowball
Toward an architecture for never-ending language learning;An Integrated Theory of the Mind.
Question answering with subgraph embeddings;Semantic Parsing via Paraphrasing
Translating embeddings for modeling multi-relational data;Freebase
Translating embeddings for modeling multi-relational data;A semantic matching energy function for learning with multi-relational data
Knowledge graph embedding by translating on hyperplanes;Gene Ontology: tool for the unification of biology
Knowledge graph embedding by translating on hyperplanes;Freebase
A latent factor model for highly multi-relational data;Optimization with Sparsity-Inducing Penalties
A latent factor model for highly multi-relational data;A semantic matching energy function for learning with multi-relational data
Reasoning with neural tensor networks for knowledge base completion;WordNet
Reasoning with neural tensor networks for knowledge base completion;Yago
Relation extraction with matrix factorization and universal schemas;What IS-A Is and Isn't: An Analysis of Taxonomic Links in Semantic Networks
Factorizing YAGO: Scalable machine learning for linked data;OPTICS
Factorizing YAGO: Scalable machine learning for linked data;DBpedia: A Nucleus for a Web of Open Data
Representation learning of knowledge graphs with hierarchical types;Freebase
Representation learning of knowledge graphs with entity descriptions;Freebase
Text-enhanced representation learning for knowledge graph;Freebase
Injecting Logical Background Knowledge into Embeddings for Relation Extraction;Learning from hints in neural networks
Learning to represent knowledge graphs with Gaussian embedding;Freebase
Learning to represent knowledge graphs with Gaussian embedding;Question Answering with Subgraph Embeddings
Learning to represent knowledge graphs with Gaussian embedding;A semantic matching energy function for learning with multi-relational data
TransG: A Generative Model for Knowledge Graph Embedding;Freebase
Locally Adaptive Translation for Knowledge Graph Embedding;Freebase
Knowledge graph embedding with diversity of structures;A semantic matching energy function for learning with multi-relational data
Improving knowledge graph embedding using simple constraints;Freebase
Improving knowledge graph embedding using simple constraints;A semantic matching energy function for learning with multi-relational data
Knowledge graph embedding with iterative guidance from soft rules;Freebase
From Knowledge Graph Embedding to Ontology Embedding? An Analysis of the Compatibility between Vector Space Representations and Rules;An Introduction to Description Logic
An embedding approach to anomaly detection;Structural Holes and Good Ideas
A comprehensive survey on graph neural networks;You Only Look Once: Unified, Real-Time Object Detection
7th ACM international conference on Web search and data mining. ACM, 2014: 393-402;A New Product Growth for Model Consumer Durables
Structural Deep Network Embedding;Laplacian Eigenmaps for Dimensionality Reduction and Data Representation
Structural Deep Network Embedding;Learning Deep Architectures for AI
Embedding of embedding (eoe): Joint embedding for coupled heterogeneous networks;Distributed large-scale natural graph factorization
Embedding of embedding (eoe): Joint embedding for coupled heterogeneous networks;Minimization of functions having Lipschitz continuous first partial derivatives
Node2vec: Scalable feature learning for networks;Supervised random walks
Grarep: Learning graph representations with global structural information;Distributed large-scale natural graph factorization
ARROW: Approximating Reachability Using Random Walks Over Web-Scale Graphs;Efficient management of transitive relationships in large data and knowledge bases
ARROW: Approximating Reachability Using Random Walks Over Web-Scale Graphs;Algorithms on evolving graphs
Estimating Walk-Based Similarities Using Random Walk;Local Computation of PageRank Contributions
Estimating Walk-Based Similarities Using Random Walk;Local Graph Partitioning using PageRank Vectors
Estimating Walk-Based Similarities Using Random Walk;Video suggestion and discovery for youtube
Local low-rank matrix approximation with preference selection of anchor points;A comparative study of heterogeneous item recommendations in social systems
Selection of random walkers that optimizes the global mean first-passage time for search in complex networks;Statistical mechanics of complex networks
A Survey on Network Embedding;NetworKit: A tool suite for large-scale complex network analysis
A Survey on Network Embedding;Collective Classification in Network Data
A Survey on Network Embedding;DeepWalk
Graph Representation Ensemble Learning;Distributed large-scale natural graph factorization
Graph Representation Ensemble Learning;Distributed large-scale natural graph factorization
Quantification of network structural dissimilarities;Comparison of graphs by their number of spanning trees
Structural Deep Network Embedding;Laplacian Eigenmaps for Dimensionality Reduction and Data Representation
Structural Deep Network Embedding;Learning Deep Architectures for AI
GraRep: Learning Graph Representations with Global Structural Information;Distributed large-scale natural graph factorization
Embedding of Embedding (EOE): Joint Embedding for Coupled Heterogeneous Networks;Distributed large-scale natural graph factorization
Embedding of Embedding (EOE): Joint Embedding for Coupled Heterogeneous Networks;Minimization of functions having Lipschitz continuous first partial derivatives
SNAP: A General Purpose Network Analysis and Graph Mining Library;PATRIC
SNAP: A General Purpose Network Analysis and Graph Mining Library;Emergence of Scaling in Random Networks
Probabilistic latent document network embedding;Principal Component Analysis
Information diffusion backbones in temporal networks;A simple model of global cascades on random networks
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Epidemic processes in complex networks
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Some features of the spread of epidemics and information on a random graph
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Epidemic Spreading in Scale-Free Networks
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Velocity and Hierarchical Spread of Epidemic Outbreaks in Scale-Free Networks
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Small World Effect in an Epidemiological Model
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Searching for the most cost-effective strategy for controlling epidemics spreading on regular and small-world networks
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Epidemics on interconnected networks
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Epidemics on interconnected lattices
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Forecast and control of epidemics in a globalized world
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Mitigation strategies for pandemic influenza in the United States
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Spreading of sexually transmitted diseases in heterosexual populations
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Influence of network dynamics on the spread of sexually transmitted diseases
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Predicting the local dynamics of epizootic rabies among raccoons in the United States
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Analysis of Rabies in China: Transmission Dynamics and Control
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Modelling dynamical processes in complex socio-technical systems
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Impact of Non-Poissonian Activity Patterns on Spreading Processes
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Modeling human mobility responses to the large-scale spreading of infectious diseases
Coupling dynamics of epidemic spreading and information diffusion on complex networks;Modeling Human Dynamics of Face-to-Face Interaction Networks
Inferring the diffusion and evolution of topics in social communities;Group formation in large social networks
Inferring the diffusion and evolution of topics in social communities;Dynamic topic models
Identifying Influential Spreaders Based on Network Community Structure;The small-world problem
Identifying Influential Spreaders Based on Network Community Structure;Collective dynamics of ‘small-world’ networks
Identifying Influential Spreaders Based on Network Community Structure;Four degrees of separation
Information Diffusion Path Inferring Algorithm Based on Communication Data;Personal Influence
DiffRank：一种新型社会网络信息传播检测算法;TwitterRank
DiffRank：一种新型社会网络信息传播检测算法;Mining topic-level influence in heterogeneous networks
社交网络中信息传播预测的研究综述;Who says what to whom on twitter
社交网络中信息传播预测的研究综述;The Two-Step Flow of Communication: An Up-To-Date Report on an Hypothesis
社交网络中信息传播预测的研究综述;Want to be Retweeted? Large Scale Analytics on Factors Impacting Retweet in Twitter Network
社交网络中信息传播预测的研究综述;TwitterRank
Link Recommendation for Promoting Information Diffusion in Social Networks;Recommendations to boost content spread in social networks
基于贝叶斯模型的微博网络水军识别算法研究;Short text classification in twitter to improve information filtering
BL-MNE: Emerging heterogeneous social network embedding through broad learning with aligned autoencoder;Is There a Best Quality Metric for Graph Clusters?
Transferring Heterogeneous Links across Location-Based Social Networks;Friends and neighbors on the Web
Inferring Anchor Links across Multiple Heterogeneous Social Networks;Friends and neighbors on the Web
Meta-path based Anchor Link Inference in Multiple Partially Aligned Social Networks;What's in a name?
Aligning Users Across Social Networks Using Network Embedding;Link Prediction and Recommendation across Heterogeneous Social Networks
Deep Collaborative Filtering with Multi-Aspect Information in Heterogeneous Networks;Collaborative Filtering for Implicit Feedback Datasets
Deep Collaborative Filtering with Multi-Aspect Information in Heterogeneous Networks;Matrix Factorization Techniques for Recommender Systems
Deep Collaborative Filtering with Multi-Aspect Information in Heterogeneous Networks;Factorization meets the neighborhood
Deep Collaborative Filtering with Multi-Aspect Information in Heterogeneous Networks;SoRec
Deep Collaborative Filtering with Multi-Aspect Information in Heterogeneous Networks;Integrating heterogeneous information via flexible regularization framework for recommendation
Deep Collaborative Filtering with Multi-Aspect Information in Heterogeneous Networks;Neural Collaborative Filtering
Deep Collaborative Filtering with Multi-Aspect Information in Heterogeneous Networks;Deep Matrix Factorization Models for Recommender Systems
Deep Collaborative Filtering with Multi-Aspect Information in Heterogeneous Networks;A survey of heterogeneous information network analysis
PME: Projected Metric Embedding on Heterogeneous Networks for Link Prediction;Distributed large-scale natural graph factorization
Structural Deep Embedding for Hyper-Networks;Higher order learning with graphs
Easing Embedding Learning by Comprehensive Transcription of Heterogeneous Information Networks;Learning Edge Representations via Low-Rank Asymmetric Projections
Easing Embedding Learning by Comprehensive Transcription of Heterogeneous Information Networks;Heterogeneous Network Embedding via Deep Architectures
Easing Embedding Learning by Comprehensive Transcription of Heterogeneous Information Networks;Task-Guided and Path-Augmented Heterogeneous Network Embedding for Author Identification
Co-Regularized Deep Multi-Network Embedding;Laplacian Eigenmaps for Dimensionality Reduction and Data Representation
Co-Regularized Deep Multi-Network Embedding;GraRep
RaRE: Social Rank Regulated Large-scale Network Embedding;Distributed large-scale natural graph factorization
RaRE: Social Rank Regulated Large-scale Network Embedding;Friendship networks and social status
RaRE: Social Rank Regulated Large-scale Network Embedding;ObjectRank
RaRE: Social Rank Regulated Large-scale Network Embedding;Emergence of Scaling in Random Networks
HINE: Heterogeneous Information Network Embedding;Distributed large-scale natural graph factorization
Structural Deep Network Embedding;Laplacian Eigenmaps for Dimensionality Reduction and Data Representation
Structural Deep Network Embedding;Learning Deep Architectures for AI
Task-Guided and Path-Augmented Heterogeneous Network Embedding for Author Identification;Statistical mechanics of complex networks
Embedding of Embedding (EOE): Joint Embedding for Coupled Heterogeneous Networks;Distributed large-scale natural graph factorization
Embedding of Embedding (EOE): Joint Embedding for Coupled Heterogeneous Networks;Minimization of functions having Lipschitz continuous first partial derivatives
Learning Tree-Structured Detection Cascades for Heterogeneous Networks of Embedded Devices;mPuff: Automated detection of cigarette smoking puffs from respiration measurements
Clustering Embedded Approaches for Efficient Information Network Inference;Trace complexity of network inference
Clustering Embedded Approaches for Efficient Information Network Inference;Cascade-based community detection
Clustering Embedded Approaches for Efficient Information Network Inference;Learning social network embeddings for predicting information diffusion
Learning Community Embedding with Community Detection and Node Embedding on Graphs;Heterogeneous Network Embedding via Deep Architectures
A Multiobjective Evolutionary Algorithm Based on Similarity for Community Detection from Signed Social Networks;Exploring complex networks
A Multiobjective Evolutionary Algorithm Based on Similarity for Community Detection from Signed Social Networks;Statistical mechanics of complex networks
Complex Network Community Detection by Improved Nondominated Sorting Genetic Algorithm;Community structure in social and biological networks
Advancing community detection using Keyword Attribute Search;Statistical mechanics of complex networks
Advancing community detection using Keyword Attribute Search;Complete graph model for community detection
Advancing community detection using Keyword Attribute Search;An information-theoretic framework for resolving community structure in complex networks
Advancing community detection using Keyword Attribute Search;Near linear time algorithm to detect community structures in large-scale networks
Community detection in networks: A user guide;Scale-Free Networks
Community detection in networks: A user guide;Dynamical Processes on Complex Networks
Community detection in networks: A user guide;Complex Networks
Dynamic Topical Community Detection in Social Network: A Generative Model Approach;Community detection in graphs
Dynamic Topical Community Detection in Social Network: A Generative Model Approach;Community Level Diffusion Extraction
Dynamic Topical Community Detection in Social Network: A Generative Model Approach;Maximizing the spread of influence ranking in social networks
Dynamic Topical Community Detection in Social Network: A Generative Model Approach;CoGrec: A Community-Oriented Group Recommendation Framework
Null models for community detection in spatially embedded, temporal networks;Exact Recovery in the Stochastic Block Model
Community detection based on information dynamics;Detecting community structure via synchronous label propagation
Community detection based on information dynamics;Scalable Clustering by Iterative Partitioning and Point Attractor Representation
Community detection based on information dynamics;Identifying Influential Nodes in Complex Networks Based on Weighted Formal Concept Analysis
Community detection based on information dynamics;Clustering by fast search and find of density peaks
Community detection based on information dynamics;Synchronization Based Outlier Detection
Community detection based on information dynamics;Equivalence between modularity optimization and maximum likelihood methods for community detection
Community detection based on information dynamics;Epidemic thresholds in real networks
Community detection based on information dynamics;Synchronization-based scalable subspace clustering of high-dimensional data
Community detection based on information dynamics;Normalized cuts and image segmentation
A Homophily-Free Community Detection Framework for Trajectories with Delayed Responses;Fast unfolding of communities in large networks
A Homophily-Free Community Detection Framework for Trajectories with Delayed Responses;Inferring friendship network structure by using mobile phone data
Community detection in large‐scale networks: a survey and empirical evaluation;CFinder: locating cliques and overlapping modules in biological networks
Community detection in large‐scale networks: a survey and empirical evaluation;A Graph Based Approach to Extract a Neighborhood Customer Community for Collaborative Filtering
Community detection in large‐scale networks: a survey and empirical evaluation;Complex networks as a unified framework for descriptive analysis and predictive modeling in climate science
Community detection in large‐scale networks: a survey and empirical evaluation;Community Structure in Graphs
Community Detection with Edge Content in Social Media Networks;Massive Quasi-Clique Detection
Community Focusing: Yet Another Query-Dependent Community Detection;From community detection to community profiling
Community Detection in Networks with Node Attributes;Link communities reveal multiscale complexity in networks
Community detection in networks: A multidisciplinary review;Toward the next generation of recommender systems: a survey of the state-of-the-art and possible extensions
Community detection in networks: A multidisciplinary review;Clustering Technique on Search Engine Dataset Using Data Mining Tool
Benchmark graphs for testing community detection algorithms;The Structure and Function of Complex Networks
Benchmark graphs for testing community detection algorithms;Complex networks: Structure and dynamics
Benchmark graphs for testing community detection algorithms;Community structure in social and biological networks
Adapting Community Detection Algorithms for Disease Module Identification in Heterogeneous Biologucal Networks;Local Graph Partitioning using PageRank Vectors
Overlapping Community Detection Using Neighborhood-Inflated Seed Expansion;Improved network community structure improves function prediction
Overlapping Community Detection Using Neighborhood-Inflated Seed Expansion;Communities from seed sets
Overlapping Community Detection Using Neighborhood-Inflated Seed Expansion;Multilevelk-way Partitioning Scheme for Irregular Graphs
Community detection, link prediction, and layer interdependence in multilayer networks;The Genetic Landscape of a Cell
Dynamic Social Community Detection and Its Applications;Community structure in social and biological networks
Communities detection in social network based on local edge centrality;Community detection in graphs
Communities detection in social network based on local edge centrality;Exploring complex networks
"Nonnegative matrix factorization with mixed hypergraph regularization for community detection";The political blogosphere and the 2004 U.S. election
"Nonnegative matrix factorization with mixed hypergraph regularization for community detection";Fast unfolding of communities in large networks
"Nonnegative matrix factorization with mixed hypergraph regularization for community detection";Graph Regularized Nonnegative Matrix Factorization for Data Representation
"Nonnegative matrix factorization with mixed hypergraph regularization for community detection";Active Semi-Supervised Community Detection Based on Must-Link and Cannot-Link Constraints
"Nonnegative matrix factorization with mixed hypergraph regularization for community detection";Finding community structure in very large networks
"Nonnegative matrix factorization with mixed hypergraph regularization for community detection";Musical rhythmic pattern extraction using relevance of communities in networks
"Nonnegative matrix factorization with mixed hypergraph regularization for community detection";Community detection in complex networks using extremal optimization
"Incorporating implicit link preference into overlapping community detection";Link communities reveal multiscale complexity in networks
DeepWalk: Online Learning of Social Representations;Local Graph Partitioning using PageRank Vectors
DeepWalk: Online Learning of Social Representations;Representation Learning: A Review and New Perspectives
EMBEDDING ENTITIES AND RELATIONS FOR LEARNING AND INFERENCE IN KNOWLEDGE BASES;DBpedia: A Nucleus for a Web of Open Data
LINE: Large-scale Information Network Embedding;Distributed large-scale natural graph factorization
node2vec: Scalable Feature Learning for Networks;Friends and neighbors on the Web
node2vec: Scalable Feature Learning for Networks;Supervised random walks
Translating Embeddings for Modeling Multi-relational Data;Freebase
Translating Embeddings for Modeling Multi-relational Data;A semantic matching energy function for learning with multi-relational data